cid	text	author	votes	heart	paid	category	Entext	flair_sent_fast	flair_sent_en	pysent_sent	pysent_emot	pysent_hate	offense
Ugzcebvgr2GUdy__hYl4AaABAg	കര്ത്താവായ യേശുക്രിസ്തുവിനെ നിങ്ങള് സ്വീകരിച്ചിരിക്കുന്നതിനാല് അവനില് ജീവിക്കുവിന്കൊളോസോസ് 2  6മറ്റൊരു നാമത്തേ വിളിക്കുകയോ ആശ്രയിക്കുകയോ അപേക്ഷിക്കുകയോ ചെയ്യരുത് എന്തെന്നാൽ അങ്ങനെ ഒരു വചനം നൽകപെടുകയൊ എഴുതപെടുകയോ ചെയ്തിട്ടില്ല             മധ്യസ്ഥ പ്രാർത്ഥന അതായത് മറ്റുള്ളവർക്ക് വേണ്ടി പ്രാർത്ഥിക്കാൻ എല്ലാ മനുഷ്യരും ബാധ്യസ്ഥരാണ്            പാപിയുടെ പ്രാർത്ഥന ദൈവം കേൾക്കുന്നില്ല       എന്നാൽ പശ്ചാത്തപിച്ച് പാപ മോചനം നേടിയവന്റെ പ്രാർത്ഥന ദൈവം കേൾക്കും         ക്രിസ്തുവിനു യോജിക്കാത്തതും പ്രപഞ്ചത്തിന്െറ മൂലഭൂതങ്ങള്ക്കും മാനുഷികപാരമ്പര്യത്തിനുംമാത്രം ചേര്ന്നതുമായ വ്യര്ഥപ്രലോഭനത്തിനും തത്വചിന്തയ്ക്കും ആരും നിങ്ങളെ ഇരയാക്കാതിരിക്കാന് ശ്രദ്ധിക്കണംകൊളോസോസ് 2  8          അതായത് വിശുദ്ധർ മറിയം വിഗ്രഹം പെരുന്നാള് പ്രദക്ഷിണം പ്രതിമ ഉപയോഗിച്ചു പ്രവർത്തികൾ      ഇതെല്ലാം മനുഷ്യർ ഉണ്ടാക്കിയ പാരബര്യം അവരുടെ തത്ത്വചിന്ത പ്രലോഭനം ആണ് ഇതിൽ വീഴരുത്അപ്പസ്തോലൻ മാർ പറയാത്ത ഒരു കാര്യവും ചെയ്യരുത്അവർക്കാണ് യേശുക്രിസ്തു വചനം ഭരമേൽപ്പിച്ചത്         എന്നാല് എന്െറ നാമത്തില് പിതാവ് അയയ്ക്കുന്ന സഹായകനായ പരിശുദ്ധാത്മാവ് എല്ലാകാര്യങ്ങളും നിങ്ങളെ പഠിപ്പിക്കുകയും ഞാന് നിങ്ങളോടു പറഞ്ഞിട്ടുള്ളതെല്ലാം നിങ്ങളെ അനുസ്മരിപ്പിക്കുകയുംചെയ്യുംയോഹന്നാന് 14  26 ഇ അപ്പസ്തോലൻമാരാണ് വചനത്തിലും പരിശുദ്ധാത്മാവിലും നമുക്ക് ജന്മം നൽകിയത്           ഞങ്ങള് നിങ്ങളോടു പ്രസംഗിച്ചതില്നിന്നു വ്യത്യസ്തമായ ഒരു സുവിശേഷം ഞങ്ങള്തന്നെയോ സ്വര്ഗത്തില്നിന്ന് ഒരു ദൂതന് തന്നെയോ നിങ്ങളോടു പ്രസംഗിച്ചാല് അവന് ശപിക്കപ്പെട്ടവനാകട്ടെഗലാത്തിയാ 1  8        ഇന്ന് പള്ളികളിൽ നടക്കുന്ന ആചാരങ്ങൾ അപ്പസ്തോലൻ മാർ പഠിപ്പിച്ചതല്ലഊട്ട് പെരുന്നാള് മരണ തിരുന്നാള് ജനന തിരുന്നാള് എല്ലാറ്റിന്റെയും അടിസ്ഥാനം വിഗ്രഹം           ദൈവപുത്രന് വന്നെന്നും സത്യസ്വരൂപനെ അറിയാനുള്ള കഴിവു നമുക്കു നല്കിയെന്നും നാം അറിയുന്നു നാമാകട്ടെ സത്യസ്വരൂപനിലും അവിടുത്തെ പുത്രനായ യേശുക്രിസ്തുവിലും ആണ് ഇവനാണു സത്യദൈവവും നിത്യജീവനും1 യോഹന്നാന് 5  20         കുഞ്ഞുമക്കളേ വിഗ്രഹങ്ങളില് നിന്ന് അകന്നിരിക്കുവിന്1 യോഹന്നാന് 5  21	Laiju	0	False	None	Entertainment	Because you have received the Lord Jesus Christ, live in him. Colossians 2 6 Do not call on, depend on, or ask another name, because no word was given or written. Intercessory prayer means that all men are obliged to pray for others. Colossians 2:8 means Saints Mary, idol feasts, circumambulation, works of idols, all these things are human-made temptations, their philosophy is a temptation, do not fall into this, do not do anything that the apostles did not say, but they are entrusted with the word of Jesus Christ, but the helper whom the Father sends in my name, Parishud. The Spirit will teach you all things and bring to your remembrance all that I have said to you John 14 26 The apostles have given birth to us in the word and in the Holy Spirit. We know that the Son of God has come and has given us the ability to know the true nature, but we are in the true nature and in his son Jesus Christ, who is the true God and eternal life 1 John 5 20 Little children, keep away from idols 1 John 5 21	('POSITIVE', 0.9993579983711243)	('POSITIVE', 0.919329047203064)	NEU: 	others: 	:	1
UgypkuLTn5scxhAsHEp4AaABAg	യേശു ക്രിസ്തു  ജീവനുള്ള ഏക ദൈവത്തിൻ്റെ പുത്രൻ	Albert	6	False	None	Entertainment	Jesus Christ is the Son of the only living God	('POSITIVE', 0.9878138303756714)	('POSITIVE', 0.988244891166687)	POS: 	others: 	:	1
UgyZHyCNthF9Ui-KET54AaABAg	മനുഷ്യ മക്കൾക്ക് വേണ്ടി പ്രാർത്ഥിക്കുവാനും പ്രവർത്തിക്കുവാനും ഇറങ്ങി തിരിച്ച സഹോദരി സമൂഹത്തിന് നമോവാകം നിങ്ങളിലൂടെ ദൈവം ഞങ്ങളുടെ ജീവിതം ധന്യമാക്കട്ടെ ഏറെ നന്ദിയും സ്നേഹവും അറിയിക്കട്ടെ	Joseph mv	26	False	None	Entertainment	Namowakam to the community of sisters who came down to pray and work for the children of mankind. May God bless our lives through you. Let us express our gratitude and love.	('POSITIVE', 0.9944393634796143)	('POSITIVE', 0.9960045218467712)	POS: 	joy: 	:	1
UgyoUz-Oez6eLqIGzal4AaABAg	പരിശുദ്ധ അമ്മേ ദൈവമാതാവേ ലോകസമാധാനം ഉണ്ടാകുവാൻ തിരുക്കുമരനോട് അപേക്ഷിക്കേണമേ 	jancy jancyk	7	False	None	Entertainment	Holy Mother, Mother of God, pray to Thirukkumaran for world peace	('POSITIVE', 0.996450662612915)	('POSITIVE', 0.9969114661216736)	POS:  	others: 	:	1
Ugx1AHeEByOE5uxyT3N4AaABAg	ദൈവമേ ഈ ക്രൂരന്മാരി നിന്നും നിന്റെ മക്കളെ കാക്കണെ വിശുദ്ധ യാക്കോബേ പ്രാർത്ഥിക്കണമെ	Dennis mekkara	8	False	None	Entertainment	O God, protect your children from these savages, Saint James prays	('POSITIVE', 0.984828531742096)	('POSITIVE', 0.9011620879173279)	NEU:  	others: 	:	1
Ugx6pTPj0qR_evwbU4p4AaABAg	ഈശോയെ ആയിരം കോടി നന്ദി ദൈവ മകനേ നിന്നെ ദൈവം നിത്യതയോളം ഈശോയ്ക്കായ് നിത്യ ജീവന്റെ കിരീടത്തിനായ് കാക്കുമാറാകട്ടെ 	Holy Bible Audio - Genesis to Revelation	222	False	None	Entertainment	A thousand million thanks to Jesus, may God protect you son of God for eternity Jesus for the crown of eternal life.	('POSITIVE', 0.9973909854888916)	('POSITIVE', 0.9954297542572021)	POS: 	joy: 	:	1
UgxSh5PowDe8a95BlvV4AaABAg	പിതാവിന് എല്ലാവിധ ദൈവാനുഗ്രഹങ്ങളും നേരുന്നുവളരെ ലളിതമായ ചോദ്യങ്ങളും അതിലും ലളിതമായ ഉത്തരങ്ങളുംപരിശുദ്ധാത്മാവിനാൽ നയിക്കപ്പെടുന്ന 95 വിശ്വാസികളുടെ ജീവിതമാണ് സഭയുടെ ജീവിതം അല്ലാതെ 5  ശതമാനം വരുന്ന ജീവിതങ്ങളല്ല സഭയുടെ മുഖം എത്ര മനോഹരമായ ദർശനം	LEO GAMEING	8	False	None	Entertainment	I wish father all the blessings of God Very simple questions and even simpler answers The life of the 95 believers led by the Holy Spirit is the life of the church and not the lives of 5 percent What a beautiful vision the face of the church	('POSITIVE', 0.9989508390426636)	('POSITIVE', 0.9941558837890625)	POS: 	joy: 	:	1
Ugy5A6-UScjQhinl-HF4AaABAg	ദൈവമെ അവിടുന്നു ഈ യൂദ്ധത്തിന്റെ മേൽ കണ്ണു തുറക്കേണമെ ആമേൻ 	Annamma Eyalil	3	False	None	Entertainment	Oh God, please open your eyes on this war, Amen	('POSITIVE', 0.9753361940383911)	('POSITIVE', 0.8166835904121399)	NEG: 	others: 	:	1
Ugw476wH967JWF8bXuN4AaABAg	ദൈവം സഹോദരനെ ധാരളമായി അനുഗ്രഹിക്കട്ടെ	Ak thankachan	2	False	None	Entertainment	May God richly bless you brother	('POSITIVE', 0.9726836681365967)	('POSITIVE', 0.9963985681533813)	POS: 	joy: 	:	1
UgzUCDw_ZZEZFvrFQvN4AaABAg	ഹ്യദയം തകർക്കുന്ന സാക്ഷ്യം ദൈവമേ കരുണയായിരിക്കണമേ	somi bobby	5	False	None	Entertainment	Heart breaking testimony God have mercy	('POSITIVE', 0.8158180713653564)	('POSITIVE', 0.7237027287483215)	NEG:  	sadness: 	:	1
UgxUgLUEtBw5Njfkx1B4AaABAg	ദൈവപിതാവിന്റെ ഇഷ്ടങ്ങള് പാപികളായ  നമ്മെ അറിയിക്കുന്ന പരിശുദ്ധ കന്യക മാതാവിന് നന്ദി അമ്മേ	My God My Lord	2	False	None	Entertainment	Thanks be to the Holy Virgin Mother who informs us sinners of the will of God the Father	('POSITIVE', 0.9921724796295166)	('POSITIVE', 0.9933903217315674)	POS:  	joy: 	:	1
UgwvPk4OlU6hIlGm5y14AaABAg	അത്യാവശ്യഘട്ടങ്ങളിൽ യഥാർത്ഥ കാര്യങ്ങൾ വെളിപ്പെടുത്തി കൊടുക്കാൻ ചാനലിന് കഴിയുന്നതിന് നന്ദി ദൈവത്തിന് അതും ഒരു ദൈവ പദ്ധതി ആയി കാണുന്നു	Thomas P George	4	False	None	Entertainment	Thanks to God that the channel is able to reveal the real things in times of need, it is also seen as a plan of God	('POSITIVE', 0.9954425096511841)	('POSITIVE', 0.998353123664856)	POS: 	joy: 	:	1
UgwL4bwdhbAfrf4Od_l4AaABAg	നമ്മുടെ പാപങ്ങൾ എത്ര വലുതായാലും  ദൈവത്തിന്റെ കാരുണ്യം അതിലും വലുതാണ്ദൈവത്തിന്റെ വലിയ ഇടപെടൽ ഉണ്ടാവട്ടെ ആ സഹോദരിയ്ക്ക് ജീവൻ ദൈവം തിരികെ നല്കട്ടെ ആമ്മേൻ	Bijumon Pulikkottil	58	False	None	Entertainment	No matter how big our sins are, God's mercy is even greater. May God have a great intervention. May God give that sister back her life, Amen.	('POSITIVE', 0.9783585667610168)	('POSITIVE', 0.972277820110321)	POS: 	others: 	:	1
UgwMQp37hRfQloYDNMV4AaABAg	ആരു അറിയാത്ത  കഥ  ദൈവമേ കരുണ കാട്ടണേ	Ann Maria	2	False	None	Entertainment	God have mercy on the story that no one knows	('NEGATIVE', 0.70988529920578)	('POSITIVE', 0.8536964058876038)	NEU: 	others:  	:	1
UgxC-BPIuphGsR0BS8F4AaABAg	ഉക്രൈൻ ജനതയെ ദൈവം അനുഗ്രഹിക്കട്ടെ	Hithesh Yogi	6	False	None	Entertainment	God bless the people of Ukraine	('POSITIVE', 0.9227738976478577)	('POSITIVE', 0.9972557425498962)	POS: 	joy: 	:	1
UgyDUY2z95dvpcaRngl4AaABAg	ഞങ്ങളുടെ ദൈവമേ എത്രയും വേഗം യുദ്ധം നിർത്തി വെക്കാൻ രണ്ടു രാജ്യങ്ങളെയും അനുഗ്രഹിക്കണേ ലോകം മുഴുവൻ സമാധാനം നിറയട്ടെ ആമേൻ 	Mini Shaji	50	False	None	Entertainment	Our God, please bless both the countries to stop the war as soon as possible and let the whole world be filled with peace, Amen	('POSITIVE', 0.9829460382461548)	('POSITIVE', 0.9935393929481506)	POS: 	joy:  	:	1
UgypCzHo3CxttUCTC2h4AaABAg	ദൈവമേ 	Marykutty Abraham	10	False	None	Entertainment	oh god	('POSITIVE', 0.7324392795562744)	('NEGATIVE', 0.7522416114807129)	NEG: 	surprise: 	:	1
UgzxKyVA_GYdZB9Hs_54AaABAg	ദൈവമേ ഈ രാജ്യത്തെയും അവിടുത്തെ ജനങ്ങളെയും ദേവലയങ്ങളെയും അവിടുത്തെ തിരുരക്തത്തിന്റെ സംരക്ഷണം നൽകാൻ പ്രാർത്ഥിക്കുന്നു	George Joseph	45	False	None	Entertainment	I pray to God to protect this country, its people and its temples with the protection of its holy blood	('POSITIVE', 0.9952647686004639)	('POSITIVE', 0.9984246492385864)	POS: 	joy:  	:	1
UgxW2th2LTvvKXDWSBp4AaABAg	ഇദ്ദേഹമാണ് യഥാർത്ഥ വിശ്വാസി എന്തു തകർന്നാലും ദൈവത്തെ മുറുകെ പിടിക്കുന്ന മാതൃകാ നേതാവ് ദൈവം ഇടപ്പെടും കർത്താവേ ലോകത്തിന്റെ മേൽ കരുണ തോന്നണമേ	shini ms	107	False	None	Entertainment	He is a true believer, an exemplary leader who clings to God no matter what is broken, God will be placed. Lord, have mercy on the world.	('POSITIVE', 0.9962353110313416)	('POSITIVE', 0.998275637626648)	POS: 	others: 	:	1
UgyqPiqntc8LR9FKSCN4AaABAg	അമ്മേ ഓടി വാ അമ്മേ മക്കളെ രക്ഷിക്കണേ അമ്മ ക്കു അല്ലാതെ ഇവരെ രക്ഷിക്കാൻ ആർക്കും പറ്റില്ലാന്ന് അറിയാലോ വൈക്കരുതേ	Jessy Benny	9	False	None	Entertainment	Mother, run, mother, save the children, don't delay if you know that no one can save them except mother.	('POSITIVE', 0.7758978009223938)	('NEGATIVE', 0.8854318857192993)	NEU: 	others: 	:	1
UgyUP1yfV8Mrk98VWIR4AaABAg	ശാലോം പ്രസിദ്ധീകരണങ്ങളും ശാലോം ടിവിയും കേരള ക്രിസ്ത്യാനികളെ ദൈവ അരൂപിയിൽ വളരാൻ ഏറെ സഹായിച്ചു ( ഡിവൈനിൽ നിന്നുള്ള വചനോത്സവം മാസികയും മറക്കുന്നില്ല )അതിന് ഞങ്ങൾ നിങ്ങളോട് ഒരുപാട് കടപ്പെട്ടിരിക്കുന്നു ആരൊക്കെ എത്രയൊക്കെ കുത്തിത്തിരുപ്പ് ഉണ്ടാക്കിയാലും നിങ്ങൾ ഒരു കാലത്ത് ഈ  നാടിനു വേണ്ടി ചെയ്ത നന്മ ഒരിക്കലും ആത്മാർത്ഥ ഹൃദയർ മറക്കുകയില്ലപ്രാർത്ഥിക്കുന്നു 	JG	24	False	None	Entertainment	Shalom Publications and Shalom TV have helped Kerala Christians to grow in the image of God (not forgetting Vachanotsavam Magazine from Divine) and we owe you a lot for that. No matter how many people make a fuss, the good you once did for this country will never be forgotten by sincere hearts.	('POSITIVE', 0.9979839324951172)	('POSITIVE', 0.9965632557868958)	POS: 	joy: 	:	1
Ugzs30rgPTuCx2kqR5V4AaABAg	സഹോദരിമാർക്ക് സ്വർഗ്ഗത്തിൽ പ്രതിഫലം ഉണ്ട് ദൈവം സമൃദ്ധമായി അനുഗ്രഹിക്കട്ടെ ആമ്മേൻ	Jaya Kg	31	False	None	Entertainment	Sisters are rewarded in heaven may god bless you abundantly amen	('POSITIVE', 0.9877174496650696)	('POSITIVE', 0.9951083064079285)	POS: 	joy: 	:	1
